Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,MajorAxisLength,MinorAxisLength,Eccentricity,Orientation,ConvexArea,FilledArea,EulerNumber,EquivDiameter,Solidity,Extent,Perimeter,PerimeterOld,neg_red_mean,neg_blue_mean,y
51,533.2352941,543.4705882,526.5,539.5,13,7,11.94277443,6.668619424,0.829584569,15.09022508,64,55,-3,8.058239062,0.796875,0.56043956,30.633,32.38477631,79.54901961,117.745098,0
68,541.6323529,590.1911765,529.5,583.5,22,12,25.17291532,6.37154119,0.96743725,-20.1689219,138,75,-6,9.304852983,0.492753623,0.257575758,69.644,74.08326112,70.29411765,106.3088235,0
76,541.5789474,892.25,534.5,885.5,13,14,13.93665068,11.28435693,0.586858789,-51.33787698,130,85,-4,9.836981519,0.584615385,0.417582418,66.89,70.42640687,69.11842105,109.7894737,0
64,547.03125,90.546875,537.5,84.5,19,12,22.3120713,4.39173769,0.980437158,-28.0777206,88,65,0,9.027033337,0.727272727,0.280701754,49.654,53.45584412,87.671875,125.765625,0
64,547.375,519.453125,538.5,514.5,15,10,15.95461458,7.268547594,0.890196633,-27.83076828,89,66,-1,9.027033337,0.719101124,0.426666667,48.174,51.69848481,79.078125,120.09375,0
128,547.078125,246.7109375,539.5,234.5,17,24,24.16118159,10.93592249,0.891701643,-57.92504497,207,137,-4,12.76615297,0.618357488,0.31372549,75.243,79.49747468,77.203125,121.515625,0
56,551.875,13.125,544.5,9.5,15,7,16.08615128,5.011655341,0.950229457,-16.09923943,69,57,0,8.444016491,0.811594203,0.533333333,34.462,36.38477631,85.17857143,124.1785714,0
87,559.8045977,843.4712644,552.5,835.5,16,16,19.71220716,9.521913304,0.875594683,53.32263556,151,103,-11,10.52482021,0.57615894,0.33984375,59.215,62.76955262,75.11494253,117.5517241,0
81,560.4074074,582.3703704,553.5,574.5,14,16,21.11970492,8.887301467,0.907150591,69.75769331,148,91,-7,10.1554125,0.547297297,0.361607143,60.067,63.59797975,69.11111111,110.9753086,0
92,561.7065217,477.6847826,554.5,469.5,15,15,16.3228922,14.1067758,0.503092424,-51.76998127,164,123,-8,10.82303276,0.56097561,0.408888889,65.864,70.18376618,81,120.7608696,0
210,570.7095238,909.5190476,555.5,895.5,27,30,36.17834096,13.86672648,0.923628852,-57.05209977,428,228,-11,16.35176762,0.490654206,0.259259259,150.08,159.0954544,69.80952381,117.4238095,0
54,563.2962963,295.2407407,557.5,289.5,11,12,14.03169919,6.14951162,0.898848973,54.1521647,76,55,0,8.291859587,0.710526316,0.409090909,40.855,43.45584412,80.11111111,115.4444444,0
83,565.6626506,501.4457831,558.5,496.5,14,9,13.84404716,8.54380133,0.786848491,2.00453644,97,88,-2,10.28002345,0.855670103,0.658730159,35.388,37.55634919,80.84337349,128.2048193,0
66,572.5757576,533.9090909,567.5,526.5,9,17,15.62353402,7.780077822,0.86719328,-85.86523029,102,72,-5,9.166995688,0.647058824,0.431372549,49.382,51.9411255,81.39393939,127.2424242,0
61,580.7868852,558.442623,574.5,553.5,14,10,13.69545087,9.252060322,0.73730759,3.880188965,95,76,-3,8.812923024,0.642105263,0.435714286,41.384,43.79898987,88.52459016,120.6393443,0
164,585.2621951,582.2743902,574.5,574.5,22,17,25.09561203,13.77295518,0.83594104,-26.49762522,299,208,-11,14.45030399,0.548494983,0.438502674,79.601,83.84062043,68.07926829,111.4695122,0
197,593.4162437,602.7258883,575.5,592.5,33,26,38.87547935,14.4362275,0.92849483,-45.31668452,430,216,-12,15.83755632,0.458139535,0.22960373,154.307,162.4091629,81.4213198,122.5532995,0
84,583.9047619,31.67857143,576.5,21.5,18,19,24.6942172,6.562325617,0.964043794,-41.63278046,123,88,-3,10.34176589,0.682926829,0.245614035,59.332,61.49747468,74.46428571,115.9880952,0
67,587.0597015,860,580.5,853.5,13,12,15.70923297,10.15152789,0.763156166,31.89793918,107,71,-3,9.236181543,0.626168224,0.429487179,60.423,63.01219331,82.2238806,120.9850746,0
54,588.462963,337.0925926,582.5,332.5,12,10,12.79082526,8.014715651,0.779342001,-45.0949126,81,62,-2,8.291859587,0.666666667,0.45,39.35,41.45584412,76.22222222,123.2592593,0
71,589.971831,882.7323944,583.5,877.5,14,10,14.16547125,8.266834237,0.812048118,-14.8506207,94,82,-2,9.507891863,0.755319149,0.507142857,36.05,37.79898987,80.90140845,122.4225352,0
56,590.875,19.46428571,586.5,14.5,9,10,9.538879932,8.331028036,0.487046715,-12.74040673,66,57,0,8.444016491,0.848484848,0.622222222,30.451,32.38477631,74.39285714,118.2857143,0
59,595.0169492,870.3559322,586.5,865.5,15,11,17.08516124,6.33420576,0.928735457,-30.45268414,95,65,-3,8.667244841,0.621052632,0.357575758,47.885,50.52691193,78.15254237,120.3559322,0
88,595.7727273,314.8068182,587.5,302.5,19,21,28.43408017,10.52360194,0.928989836,-53.94012177,202,94,-5,10.58513486,0.435643564,0.220551378,85.523,89.74011537,78.73863636,109.4204545,0
53,596.9811321,375.1132075,592.5,370.5,10,11,12.02522396,8.724336942,0.688218926,61.61640528,77,55,-1,8.214724333,0.688311688,0.481818182,48.695,51.45584412,63,108.3962264,0
59,597.1694915,281.779661,593.5,273.5,8,17,18.18276727,5.825449242,0.947288099,-74.10250513,89,63,-3,8.667244841,0.662921348,0.433823529,49.547,52.28427125,72.3559322,110.0169492,0
94,598.9148936,564.4468085,593.5,555.5,12,16,14.86110277,10.93666215,0.677062693,-67.04926595,131,102,-7,10.94004192,0.717557252,0.489583333,55.758,59.35533906,79.44680851,123.2340426,0
65,600.2923077,813.1538462,593.5,805.5,12,14,15.28549389,9.48589673,0.784141849,57.62797345,105,71,-5,9.097283683,0.619047619,0.386904762,60.994,63.254834,64.03076923,97.66153846,0
61,604.9672131,342.295082,600.5,336.5,10,11,12.81752177,7.875062491,0.788996092,-59.47652913,85,66,-3,8.812923024,0.717647059,0.554545455,36.447,38.627417,80.63934426,125.5901639,0
112,611.4375,657.9821429,601.5,650.5,22,15,24.55745126,8.095100511,0.944106957,33.86814979,174,120,-5,11.94164264,0.643678161,0.339393939,68.312,73.01219331,70.01785714,112.7678571,0
64,609.640625,610.671875,602.5,603.5,15,14,19.24141241,6.135605329,0.94779678,-39.61439869,94,77,-9,9.027033337,0.680851064,0.304761905,47.141,49.35533906,74.09375,116.328125,0
58,613.0344828,369.9482759,605.5,363.5,13,13,17.01238512,6.287162767,0.929205333,-36.49213127,98,61,-1,8.593479714,0.591836735,0.343195266,45.454,47.35533906,81.22413793,123.2068966,0
55,614.3818182,579.6181818,607.5,575.5,12,10,13.36248706,8.132428386,0.793476106,-19.7719726,77,56,0,8.368283872,0.714285714,0.458333333,45.693,48.04163056,73.67272727,116.0545455,0
60,614.4166667,791.1166667,608.5,786.5,12,10,12.18540484,9.660246033,0.609518483,4.426076824,88,66,-5,8.740387445,0.681818182,0.5,46.479,49.11269837,62.81666667,107.1666667,0
59,616.1694915,561.559322,611.5,555.5,12,12,14.84749968,7.09791816,0.878330023,-44.09706404,85,67,-6,8.667244841,0.694117647,0.409722222,43.179,45.45584412,80.59322034,122.4745763,0
146,626.5958904,459.5479452,619.5,451.5,15,16,15.47373969,13.44209741,0.495331811,-76.66230872,171,155,-7,13.63425735,0.85380117,0.608333333,48.166,51.11269837,80.52054795,128.0890411,0
115,633,646.1043478,622.5,640.5,20,11,23.17655126,9.904803893,0.904080052,9.678969702,174,125,-9,12.10051849,0.66091954,0.522727273,71.463,75.59797975,69.92173913,114.9043478,0
63,628.5873016,554.0793651,623.5,548.5,10,12,12.03223065,8.733415178,0.687868757,-48.12169038,87,70,-4,8.956231982,0.724137931,0.525,38.151,40.28427125,84.04761905,120.7777778,0
60,628.1333333,767.3666667,623.5,759.5,8,15,15.33819392,6.824288865,0.895569682,-82.12221505,87,72,-8,8.740387445,0.689655172,0.5,41.6,43.11269837,70.83333333,111.4333333,0
51,632.6470588,497.2745098,626.5,490.5,14,13,16.79625657,8.732446567,0.854224493,49.49387905,109,56,0,8.058239062,0.467889908,0.28021978,57.205,60.28427125,88.05882353,124.9607843,0
76,634.4473684,832.6842105,626.5,829.5,15,7,14.68124453,7.197473574,0.871582111,-6.066741073,87,78,-1,9.836981519,0.873563218,0.723809524,38.002,39.21320344,75.82894737,119.5394737,0
55,635.3454545,337.9272727,630.5,332.5,12,11,12.50286371,9.647708989,0.636059592,-60.39312433,91,63,-3,8.368283872,0.604395604,0.416666667,41.798,44.28427125,77.38181818,119.6909091,0
86,639.0697674,372.5116279,632.5,366.5,12,11,11.87393024,9.850800199,0.55833468,-23.33765213,96,88,-1,10.46415791,0.895833333,0.651515152,33.428,35.55634919,73.59302326,123.9534884,0
78,641.5641026,584.7820513,633.5,577.5,16,13,16.96172566,9.113936233,0.843376133,-32.30069693,131,84,-1,9.96557497,0.595419847,0.375,53.509,56.18376618,84.41025641,129.6282051,0
77,641.038961,52.03896104,635.5,46.5,12,12,14.35400847,9.219333883,0.766467679,44.11462053,107,79,-1,9.901487007,0.719626168,0.534722222,49.365,52.28427125,86.11688312,131.2337662,0
62,643.1935484,354.8870968,635.5,347.5,16,16,20.13871546,6.067256845,0.953537839,-54.14701979,106,65,-2,8.884866447,0.58490566,0.2421875,56.701,60.18376618,86.74193548,130.8709677,0
73,644.3013699,550.6027397,637.5,544.5,14,13,14.63831284,9.237950987,0.775717503,-35.68717642,118,75,-1,9.64087583,0.618644068,0.401098901,53.972,56.76955262,84.57534247,127.4383562,0
60,641.3166667,624.75,637.5,616.5,8,15,15.49654027,6.402040979,0.91067337,86.82891572,84,62,-1,8.740387445,0.714285714,0.5,39.069,40.87005769,74.75,120.9166667,0
75,644.5866667,942.3733333,638.5,936.5,13,13,16.11039149,10.09414337,0.779372366,44.43243102,129,83,-6,9.772050238,0.581395349,0.443786982,58.363,61.9411255,69.89333333,113.1466667,0
91,647.3076923,474.9450549,639.5,469.5,14,11,14.30794498,9.89569312,0.722259414,6.320622413,114,102,-3,10.76405122,0.798245614,0.590909091,38.018,40.38477631,76.31868132,107.2417582,0
75,644.6666667,658.4666667,639.5,648.5,13,20,19.18441731,10.10491185,0.85003576,-89.14189299,166,88,-9,9.772050238,0.451807229,0.288461538,74.962,78.91168825,69.90666667,111.28,0
124,647.3629032,870.0483871,641.5,859.5,12,22,23.94179389,10.87567346,0.890871836,87.21382475,214,138,-11,12.56509863,0.579439252,0.46969697,76.186,80.32590181,76.93548387,121.3467742,0
65,647.4153846,569.1384615,642.5,563.5,12,12,12.42957402,9.475327113,0.647198941,-46.52295913,94,65,1,9.097283683,0.691489362,0.451388889,49.39,52.52691193,79.90769231,127.5692308,0
81,652.8148148,391.3580247,643.5,385.5,16,12,18.03952808,7.095505158,0.919396946,-26.04580205,108,83,-1,10.1554125,0.75,0.421875,45.056,48.04163056,76.86419753,111.5925926,0
57,654.9298246,141.754386,647.5,136.5,15,12,18.01797796,6.160972281,0.939723707,-33.06922004,84,60,0,8.519075892,0.678571429,0.316666667,46.669,49.69848481,89.8245614,128.2807018,0
77,656.2727273,408.4805195,647.5,403.5,15,11,15.98916099,8.660949607,0.840587166,-31.30060262,110,80,-1,9.901487007,0.7,0.466666667,60.77,63.35533906,82.46753247,117.6363636,0
82,655.2682927,827.8536585,647.5,821.5,15,12,16.42011237,10.30467729,0.77856469,-29.79996459,126,85,-1,10.21790794,0.650793651,0.455555556,62.118,65.59797975,83.32926829,127.7195122,0
74,657.7972973,517.4459459,648.5,513.5,19,8,17.65873668,6.614615905,0.927194454,-0.493987853,104,77,-2,9.70668462,0.711538462,0.486842105,48.149,51.45584412,79.63513514,121.1081081,0
65,653.2461538,629.4923077,648.5,622.5,11,15,14.13011495,8.763865288,0.784423135,-71.65194512,103,67,-1,9.097283683,0.631067961,0.393939394,46.28,49.45584412,79.52307692,118.2153846,0
53,655.1698113,537.9433962,650.5,532.5,10,11,10.97539697,9.390700514,0.517614835,-64.52730928,76,62,0,8.214724333,0.697368421,0.481818182,37.77,40.627417,90.41509434,134.5471698,0
60,665.4666667,42.03333333,660.5,34.5,9,15,20.58594282,7.333716831,0.934391146,-76.26253994,106,60,1,8.740387445,0.566037736,0.444444444,54.765,58.04163056,87.68333333,130.6,0
80,672.575,504.4875,665.5,499.5,15,9,13.84379077,8.995755883,0.760101485,-23.21676822,103,85,-3,10.09253009,0.776699029,0.592592593,42.021,43.79898987,66.0125,111.3875,0
63,676.3333333,545.7777778,668.5,540.5,14,9,13.41129365,7.323441373,0.837742649,-17.09725941,80,67,-3,8.956231982,0.7875,0.5,35.686,37.79898987,77.3015873,124.1746032,0
55,678.4,850.8727273,672.5,844.5,12,12,12.84392256,7.91599422,0.787494116,-45.56287089,86,58,-2,8.368283872,0.639534884,0.381944444,40.185,42.627417,79.07272727,117.3818182,0
81,680.9135802,532.9135802,674.5,524.5,13,15,16.78752422,9.893970885,0.807867242,-69.74763717,127,83,-1,10.1554125,0.637795276,0.415384615,65.467,69.35533906,84.13580247,129.7407407,0
56,681.75,627.1071429,676.5,623.5,11,9,11.27413756,7.969922995,0.707292656,-14.36833727,74,59,-2,8.444016491,0.756756757,0.565656566,33.263,35.21320344,75.60714286,121.5178571,0
69,684.3478261,164.9565217,677.5,157.5,13,16,20.63499025,5.527209462,0.96345891,-54.68288829,94,73,-3,9.373021316,0.734042553,0.331730769,45.553,47.9411255,81.62318841,122.4782609,0
76,686.3421053,818.0789474,679.5,812.5,14,11,13.85432636,9.148736363,0.750955945,35.8418763,110,80,-3,9.836981519,0.690909091,0.493506494,47.885,50.52691193,73.07894737,114.6052632,0
52,686.0961538,396.9807692,680.5,391.5,12,11,15.76192248,6.580683044,0.908674579,-43.90232153,79,56,-3,8.13685789,0.658227848,0.393939394,43.386,45.69848481,75.42307692,116.6923077,0
66,693.7121212,864.6515152,687.5,859.5,11,12,11.70401597,10.94843223,0.353479286,-75.25414365,102,78,-9,9.166995688,0.647058824,0.5,44.312,46.87005769,80.66666667,125.4090909,0
64,700.828125,636.015625,690.5,630.5,17,11,19.73652258,6.720102723,0.940247878,-27.49914478,99,67,-2,9.027033337,0.646464646,0.342245989,55.154,58.28427125,76.625,121.8125,0
103,702.4951456,180.9708738,693.5,172.5,15,15,16.0234491,12.61832729,0.616325725,-49.82132363,164,110,-6,11.45179781,0.62804878,0.457777778,60.423,63.01219331,72.85436893,109.6796117,0
140,703.6642857,659.1571429,693.5,649.5,19,19,26.52271401,9.070340891,0.939705815,-46.61009232,199,146,-4,13.35116236,0.703517588,0.387811634,69.511,74.18376618,67.72857143,113.0214286,0
50,700.04,678.32,694.5,672.5,10,15,15.74677812,8.658039366,0.83527707,-80.79593124,99,61,-6,7.978845608,0.505050505,0.333333333,48.646,51.35533906,64.94,100.52,0
62,701.8387097,812.2096774,697.5,806.5,11,11,10.63167651,9.297845886,0.484950078,-18.57041792,83,64,-1,8.884866447,0.746987952,0.512396694,40.367,42.627417,81.0483871,124.7903226,0
66,710.5,653.2727273,703.5,645.5,13,16,19.33065376,5.464706346,0.959209436,-51.11830441,86,69,-2,9.166995688,0.76744186,0.317307692,42.551,44.52691193,81.13636364,126.2121212,0
71,714.7042254,796.2112676,705.5,791.5,16,9,15.50480809,7.036038605,0.891104985,18.1348572,91,73,-1,9.507891863,0.78021978,0.493055556,40.392,42.87005769,74.38028169,123.5492958,0
83,720.5301205,814.0963855,713.5,809.5,15,9,14.20786868,8.126350107,0.820280651,-16.00663792,101,85,-1,10.28002345,0.821782178,0.614814815,37.646,39.79898987,82.60240964,128.9638554,0
71,725.3943662,640.1267606,716.5,631.5,19,16,24.60481073,7.171183791,0.956584681,-27.48425014,153,74,-2,9.507891863,0.464052288,0.233552632,68.776,72.08326112,83.90140845,124.3239437,0
56,722.7321429,848.6964286,716.5,842.5,12,12,14.2495113,7.080854641,0.867796858,44.5105689,81,59,-2,8.444016491,0.691358025,0.388888889,49.771,52.18376618,85.17857143,126.9285714,0
54,722.3148148,172.5,717.5,166.5,10,12,15.2892769,5.311104725,0.937726488,-43.67198152,69,55,0,8.291859587,0.782608696,0.45,32.684,34.38477631,79.66666667,117.7962963,0
139,732.0431655,781.2877698,723.5,771.5,18,17,20.82836565,12.23547642,0.809265586,43.63859206,213,159,-6,13.30339418,0.65258216,0.454248366,76.169,80.66904756,72.49640288,115.8992806,0
62,729.5806452,83.37096774,724.5,77.5,10,11,11.46871887,9.061983527,0.612916291,-53.40463458,86,66,-2,8.884866447,0.720930233,0.563636364,41.219,43.45584412,75.12903226,114.2419355,0
60,731.35,498.5333333,724.5,492.5,13,10,13.44630698,8.399546669,0.780886343,11.11387166,90,63,-1,8.740387445,0.666666667,0.461538462,46.181,48.87005769,73.65,113.2666667,0
52,731.1346154,466.9230769,725.5,460.5,12,11,13.72159024,7.114449881,0.85508623,-37.72743084,76,64,-3,8.13685789,0.684210526,0.393939394,32.246,34.04163056,73.57692308,106.9038462,0
90,744.7555556,682.8666667,730.5,676.5,27,11,32.33778544,5.558219634,0.985117888,-15.81754495,150,94,-3,10.7047447,0.6,0.303030303,78.807,84.08326112,80.86666667,117.3888889,0
60,741.1666667,419,735.5,412.5,11,12,13.20685361,8.394516456,0.772003569,-58.39207721,90,69,-8,8.740387445,0.666666667,0.454545455,46.38,48.52691193,64.2,106.4833333,0
57,742.2807018,556.2280702,736.5,548.5,10,14,12.74976349,9.021400498,0.706639305,88.08671945,93,59,-1,8.519075892,0.612903226,0.407142857,57.735,61.01219331,77.54385965,117.9298246,0
99,743.8080808,818.5555556,736.5,812.5,15,13,12.992193,12.93880581,0.090561935,63.23225487,144,110,-2,11.22723096,0.6875,0.507692308,54.344,57.35533906,82.12121212,125.8787879,0
84,743.6547619,471.952381,738.5,465.5,11,13,12.80319434,10.19998362,0.604408056,-76.24249534,107,94,-9,10.34176589,0.785046729,0.587412587,38.316,40.627417,59.48809524,107.5,0
105,747.5238095,665.3428571,741.5,657.5,13,17,16.92816717,12.20010277,0.693248754,56.99522152,173,108,-2,11.56244577,0.606936416,0.475113122,75.532,80.66904756,80.79047619,117.6666667,0
117,753.3504274,248.4358974,742.5,235.5,21,24,29.48333995,7.725055904,0.965063998,-40.92209246,201,133,-13,12.20528684,0.582089552,0.232142857,74.036,77.74011537,68.51282051,109.1196581,0
51,753.0588235,482.4509804,746.5,478.5,15,7,16.5255236,5.472706332,0.943572195,-10.00876783,77,57,-5,8.058239062,0.662337662,0.485714286,38.978,40.87005769,76.1372549,116.3333333,0
112,755.2767857,552.6517857,748.5,542.5,16,19,21.72463435,11.10204478,0.859560006,-60.4702688,191,120,-2,11.94164264,0.586387435,0.368421053,70.934,75.254834,80.94642857,117.4821429,0
85,761.0588235,806.0235294,752.5,799.5,17,14,17.86687221,8.600323133,0.876525278,-22.82668161,141,85,1,10.4031419,0.602836879,0.357142857,68.983,72.32590181,79.81176471,119.4588235,0
113,763.0619469,232.2300885,753.5,223.5,17,18,23.01297488,9.13333679,0.917871496,-40.0797512,173,115,-1,11.99483508,0.653179191,0.369281046,59.38,63.11269837,69.37168142,114.8230088,0
52,760.2115385,640.3461538,755.5,636.5,10,8,10.49402735,6.954887412,0.748843193,19.74146494,60,54,-1,8.13685789,0.866666667,0.65,27.176,28.97056275,71.73076923,105.5192308,0
69,766.8695652,570.5072464,756.5,566.5,21,8,21.75616335,5.80522627,0.963743241,-11.210746,115,70,0,9.373021316,0.6,0.410714286,57.023,60.28427125,81.66666667,129.9130435,0
64,768.921875,579.59375,761.5,574.5,15,9,16.21998752,6.677603639,0.911324035,-11.44455236,88,65,0,9.027033337,0.727272727,0.474074074,46.28,49.45584412,82.734375,127.8125,0
63,766.8571429,672.015873,762.5,666.5,10,10,10.99215748,8.11723667,0.674300467,-38.21844691,73,66,-2,8.956231982,0.863013699,0.63,28.739,30.14213562,72.74603175,111.031746,0
77,784.2467532,484.8961039,773.5,480.5,23,9,23.91130753,5.670868051,0.971469967,-19.26989284,113,82,-4,9.901487007,0.681415929,0.371980676,50.746,53.45584412,75.85714286,121.1298701,0
60,781.5666667,492.6,773.5,488.5,16,9,14.13248186,8.550351573,0.796214715,-8.020213259,93,74,-8,8.740387445,0.64516129,0.416666667,40.301,42.87005769,70.76666667,114.5166667,0
70,790.0571429,523.5571429,779.5,519.5,19,8,19.57696769,6.195984768,0.948594649,5.35626618,107,74,-3,9.440697439,0.654205607,0.460526316,53.608,56.76955262,73.18571429,116.7142857,0
79,787.3924051,249.5949367,781.5,240.5,10,17,18.72945419,10.09325973,0.84237122,87.45861557,145,84,-2,10.02925341,0.544827586,0.464705882,76.748,81.49747468,81,116.1265823,0
50,786.4,138.92,782.5,131.5,9,14,13.52488655,8.806912659,0.758937466,-69.13004922,86,50,1,7.978845608,0.581395349,0.396825397,51.904,55.11269837,79.8,115.5,0
79,793.6455696,566.9113924,784.5,562.5,17,10,17.56469083,7.824828257,0.895288781,-22.62180509,112,80,0,10.02925341,0.705357143,0.464705882,48.149,51.45584412,78.21518987,125.2911392,0
53,800.9811321,785.3018868,796.5,779.5,9,11,11.90886623,7.676514545,0.764515802,-75.08263225,73,60,-4,8.214724333,0.726027397,0.535353535,35.604,36.87005769,71.09433962,106.7924528,0
50,805.32,436.68,799.5,432.5,11,9,13.24853553,6.439423338,0.873932151,-35.52821499,66,53,-2,7.978845608,0.757575758,0.505050505,38.035,40.04163056,79.16,119.96,0
70,809.6857143,494.5142857,800.5,491.5,19,6,19.04142837,5.61565402,0.955522662,-5.90922618,93,71,0,9.440697439,0.752688172,0.614035088,49.291,51.9411255,75.58571429,119.8142857,0
70,822.0285714,171.6142857,810.5,167.5,20,8,19.81286094,5.831762429,0.955700073,-12.51246598,95,70,1,9.440697439,0.736842105,0.4375,45.792,48.627417,80.51428571,110.5571429,0
60,815.4166667,355.9833333,810.5,349.5,10,11,10.29867067,8.607467311,0.549057916,67.37047435,74,65,-4,8.740387445,0.810810811,0.545454545,31.485,33.21320344,67.85,111.2333333,0
69,819.7826087,775.7101449,815.5,769.5,10,12,11.20920565,9.003605044,0.595664823,58.69782328,83,72,-1,9.373021316,0.831325301,0.575,32.039,33.79898987,76.84057971,115.6376812,0
67,823.0895522,29.07462687,817.5,21.5,11,15,17.82358148,7.458878019,0.908224315,-70.68287538,111,74,-2,9.236181543,0.603603604,0.406060606,55.196,58.18376618,74.56716418,112.0298507,0
59,823.0338983,592.9322034,817.5,588.5,12,9,13.72589013,8.344597425,0.79397852,-9.4783233,89,69,-9,8.667244841,0.662921348,0.546296296,40.392,42.87005769,75.16949153,117.4915254,0
54,830.962963,389.3518519,823.5,384.5,13,10,12.12052804,7.687005702,0.773157747,-19.61057318,77,60,-5,8.291859587,0.701298701,0.415384615,37.39,39.45584412,74.09259259,117.0925926,0
113,833.079646,666.0707965,824.5,658.5,16,16,18.07331903,10.94229964,0.795891399,-52.55960462,172,118,-4,11.99483508,0.656976744,0.44140625,67.08,71.01219331,80.89380531,128.8938053,0
127,831.976378,786.4330709,824.5,779.5,14,16,16.54101787,12.70642495,0.64023786,85.29974905,163,134,-6,12.71618741,0.779141104,0.566964286,61.621,65.69848481,77.7007874,121.7637795,0
52,830.9807692,762.2692308,825.5,755.5,13,13,14.95330638,8.174514757,0.837348546,56.14425352,98,52,1,8.13685789,0.530612245,0.307692308,46.107,48.52691193,78.84615385,106.6153846,0
84,832.9285714,84.25,827.5,77.5,12,13,13.71452525,9.111566315,0.747400784,43.65845982,107,93,-1,10.34176589,0.785046729,0.538461538,39.168,41.45584412,86.96428571,127.7619048,0
122,839.3278689,135.5409836,828.5,127.5,22,16,29.40137871,8.338341235,0.958941559,-33.39576021,201,136,-6,12.46335526,0.606965174,0.346590909,67.617,71.9411255,67.19672131,106.1885246,0
57,837.9122807,805.877193,832.5,800.5,14,10,14.0876107,9.194739041,0.757631416,-7.919963275,104,66,-2,8.519075892,0.548076923,0.407142857,47.314,50.28427125,89.0877193,129.3157895,0
60,842.4666667,578.05,834.5,573.5,14,12,13.43614224,9.015485048,0.741468556,-34.44210063,105,65,-4,8.740387445,0.571428571,0.357142857,56.139,59.01219331,78.56666667,125.7,0
88,842.2386364,765.5568182,834.5,760.5,14,11,12.13453109,10.50119964,0.501085023,25.80611095,105,95,-1,10.58513486,0.838095238,0.571428571,37.944,40.04163056,83.125,122.8181818,0
97,843.2061856,66.29896907,836.5,59.5,15,13,17.49404268,8.851546144,0.862548214,-34.34729556,132,104,-4,11.11324596,0.734848485,0.497435897,51.606,54.87005769,78.07216495,122.2164948,0
56,847.9285714,523.6071429,840.5,518.5,18,9,17.89031546,5.455872483,0.952364411,-21.11381381,85,57,0,8.444016491,0.658823529,0.345679012,46.371,49.45584412,86.17857143,115.375,0
59,849.5762712,500.2372881,843.5,495.5,11,9,11.51406005,7.898560382,0.727608484,6.717802231,71,65,-5,8.667244841,0.830985915,0.595959596,30.633,32.38477631,74.71186441,121.6271186,0
66,849.8181818,85.25757576,844.5,79.5,12,12,13.33380261,7.754637944,0.813491091,37.28074374,88,67,0,9.166995688,0.75,0.458333333,38.705,40.87005769,82.92424242,126.8181818,0
71,851.1830986,623.4929577,845.5,618.5,12,10,12.57297996,8.121892607,0.763354401,-22.71358832,86,74,-2,9.507891863,0.825581395,0.591666667,35.413,37.79898987,78.85915493,119.7464789,0
95,857.5157895,340.2315789,848.5,334.5,18,15,20.96246057,10.06405122,0.877214447,-32.55777465,177,108,-11,10.99807968,0.536723164,0.351851852,70.372,74.08326112,70.62105263,113.4526316,0
114,858.1842105,772.6929825,850.5,766.5,19,15,19.53701019,11.46656925,0.809648373,25.85087726,172,138,-9,12.04779267,0.662790698,0.4,57.718,61.35533906,77.65789474,122.9122807,0
114,859.4912281,266.3684211,854.5,255.5,12,19,20.24882024,9.658467094,0.878909195,-75.40308677,159,114,1,12.04779267,0.716981132,0.5,62.49,66.18376618,75.70175439,110.6491228,0
55,861.3636364,236.4181818,856.5,231.5,10,11,11.21843027,7.938957276,0.706542156,-37.84967797,70,60,-2,8.368283872,0.785714286,0.5,30.815,32.38477631,64.18181818,107.8,0
127,868.2992126,499.1574803,858.5,494.5,22,10,21.79817555,8.658423433,0.917728339,-6.310110028,150,130,-2,12.71618741,0.846666667,0.577272727,52.342,55.45584412,70.40944882,113.488189,0
130,870.2384615,444.0230769,859.5,432.5,21,18,21.86001908,15.54581952,0.703037212,-32.83411336,267,159,-9,12.86550197,0.486891386,0.343915344,90.601,95.39696962,66.34615385,110.1769231,0
129,877.2325581,268.1782946,865.5,260.5,21,19,27.89994428,12.31884885,0.897243199,-33.83183244,242,145,-11,12.81592374,0.533057851,0.323308271,87.434,91.63961031,75.25581395,115.4806202,0
64,881.359375,758.359375,875.5,751.5,13,14,12.68003439,10.03745894,0.611045389,-58.09745566,108,66,-1,9.027033337,0.592592593,0.351648352,54.27,57.01219331,80.984375,128.609375,0
59,883.0677966,776.6271186,876.5,772.5,14,7,14.77229828,5.576453395,0.926012046,-13.58023539,66,59,1,8.667244841,0.893939394,0.602040816,30.798,32.72792206,82.54237288,119.8983051,0
111,890.7747748,737.7297297,878.5,732.5,24,9,25.66162234,7.774169858,0.953006683,2.152857417,165,123,-11,11.88821221,0.672727273,0.513888889,65.682,70.18376618,69.07207207,112.6126126,0
167,892.0479042,493.245509,880.5,484.5,23,15,20.44422461,13.54826641,0.748890225,-8.778809254,227,180,-10,14.58187244,0.735682819,0.484057971,63.672,67.69848481,66.71856287,116.1437126,0
103,890.1553398,539.9805825,880.5,533.5,19,15,18.52187251,15.23509073,0.568698694,-52.06836656,202,114,-10,11.45179781,0.50990099,0.361403509,96.663,101.3969696,76.05825243,117.368932,0
97,900.1134021,206.1649485,884.5,200.5,28,11,32.88844933,6.520721511,0.98014788,-10.56213496,179,102,-4,11.11324596,0.541899441,0.314935065,74.408,78.32590181,68.70103093,109.0927835,0
